Code,Indicator Name,Short definition,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Other notes
LO.TIMSS.SCI8.HI.MA,TIMSS: Male 8th grade students reaching the high international benchmark of science achievement (%),"TIMSS: Male 8th grade students reaching the high international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 550 on the science assessment. Students at this benchmark can demonstrate understanding of concepts related to science cycles, systems, and principles. They demonstrate understanding of aspects of human biology, and of the characteristics, classification, and life processes of organisms. Students communicate understanding of processes and relationships in ecosystems. They show an understanding of the classification and compositions of matter and chemical and physical properties and changes. They apply knowledge to situations related to light and sound and demonstrate basic knowledge of heat and temperature, forces and motion, and electrical circuits and magnets. Students demonstrate an understanding of the solar system and of Earth’s processes, physical features, and resources. They demonstrate some scientific inquiry skills. They also combine and interpret information from various types of diagrams, contour maps, graphs, and tables; select relevant information, analyze, and draw conclusions; and provide short explanations conveying scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the high international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 550 on the science assessment. Students at this benchmark can demonstrate understanding of concepts related to science cycles, systems, and principles. They demonstrate understanding of aspects of human biology, and of the characteristics, classification, and life processes of organisms. Students communicate understanding of processes and relationships in ecosystems. They show an understanding of the classification and compositions of matter and chemical and physical properties and changes. They apply knowledge to situations related to light and sound and demonstrate basic knowledge of heat and temperature, forces and motion, and electrical circuits and magnets. Students demonstrate an understanding of the solar system and of Earth’s processes, physical features, and resources. They demonstrate some scientific inquiry skills. They also combine and interpret information from various types of diagrams, contour maps, graphs, and tables; select relevant information, analyze, and draw conclusions; and provide short explanations conveying scientific knowledge. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT8.INT.MA,TIMSS: Male 8th grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Male 8th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in a variety of situations. Students can solve problems involving decimals, fractions, proportions, and percentages. They understand simple algebraic relationships. Students can relate a two-dimensional drawing to a three-dimensional object. They can read, interpret, and construct graphs and tables. They recognize basic notions of likelihood. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in a variety of situations. Students can solve problems involving decimals, fractions, proportions, and percentages. They understand simple algebraic relationships. Students can relate a two-dimensional drawing to a three-dimensional object. They can read, interpret, and construct graphs and tables. They recognize basic notions of likelihood. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI8.INT.MA,TIMSS: Male 8th grade students reaching the intermediate international benchmark of science achievement (%),"TIMSS: Male 8th grade students reaching the intermediate international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 475 on the science assessment. Students at this benchmark can recognize and apply their understanding of basic scientific knowledge in various contexts. Students apply knowledge and communicate an understanding of human health, life cycles, adaptation, and heredity, and analyze information about ecosystems. They have some knowledge of chemistry in everyday life and elementary knowledge of properties of solutions and the concept of concentration. They are acquainted with some aspects of force, motion, and energy. They demonstrate an understanding of Earth’s processes and physical features, including the water cycle and atmosphere. Students interpret information from tables, graphs, and pictorial diagrams and draw conclusions. They apply knowledge to practical situations and communicate their understanding through brief descriptive responses. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the intermediate international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 475 on the science assessment. Students at this benchmark can recognize and apply their understanding of basic scientific knowledge in various contexts. Students apply knowledge and communicate an understanding of human health, life cycles, adaptation, and heredity, and analyze information about ecosystems. They have some knowledge of chemistry in everyday life and elementary knowledge of properties of solutions and the concept of concentration. They are acquainted with some aspects of force, motion, and energy. They demonstrate an understanding of Earth’s processes and physical features, including the water cycle and atmosphere. Students interpret information from tables, graphs, and pictorial diagrams and draw conclusions. They apply knowledge to practical situations and communicate their understanding through brief descriptive responses. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT8.LOW.MA,TIMSS: Male 8th grade students reaching the low international benchmark of mathematics achievement (%),"TIMSS: Male 8th grade students reaching the low international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some knowledge of whole numbers and decimals, operations, and basic graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the low international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some knowledge of whole numbers and decimals, operations, and basic graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI8.LOW.MA,TIMSS: Male 8th grade students reaching the low international benchmark of science achievement (%),"TIMSS: Male 8th grade students reaching the low international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 400 on the science assessment. Students at this benchmark can recognize some basic facts from the life and physical sciences. They have some knowledge of biology, and demonstrate some familiarity with physical phenomena. Students interpret simple pictorial diagrams, complete simple tables, and apply basic knowledge to practical situations. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students reaching the low international benchmark of science achievement (%) is the share of male 8th grade students scoring at least 400 on the science assessment. Students at this benchmark can recognize some basic facts from the life and physical sciences. They have some knowledge of biology, and demonstrate some familiarity with physical phenomena. Students interpret simple pictorial diagrams, complete simple tables, and apply basic knowledge to practical situations. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT8.BL.MA,TIMSS: Male 8th grade students who did not reach the low international benchmark of mathematics achievement (%),"TIMSS: Male 8th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of male 8th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI8.BL.MA,TIMSS: Male 8th grade students who did not reach the low international benchmark of science achievement (%),"TIMSS: Male 8th grade students who did not reach the low international benchmark of science achievement (%) is the share of male 8th grade students scoring below 400 on the science assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Male 8th grade students who did not reach the low international benchmark of science achievement (%) is the share of male 8th grade students scoring below 400 on the science assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT8.FE,"TIMSS: Mean performance on the mathematics scale for eighth grade students, female","TIMSS: Mean performance on the mathematics scale for eighth grade students, female is the average scale score for female 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the mathematics scale for eighth grade students, female is the average scale score for female 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT8.MA,"TIMSS: Mean performance on the mathematics scale for eighth grade students, male","TIMSS: Mean performance on the mathematics scale for eighth grade students, male is the average scale score for male 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the mathematics scale for eighth grade students, male is the average scale score for male 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT8,"TIMSS: Mean performance on the mathematics scale for eighth grade students, total","TIMSS: Mean performance on the mathematics scale for eighth grade students, total is the average scale score for 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the mathematics scale for eighth grade students, total is the average scale score for 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT4.FE,"TIMSS: Mean performance on the mathematics scale for fourth grade students, female","TIMSS: Mean performance on the mathematics scale for fourth grade students, female is the average scale score for female 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the mathematics scale for fourth grade students, female is the average scale score for female 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT4.MA,"TIMSS: Mean performance on the mathematics scale for fourth grade students, male","TIMSS: Mean performance on the mathematics scale for fourth grade students, male is the average scale score for male 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the mathematics scale for fourth grade students, male is the average scale score for male 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.MAT4,"TIMSS: Mean performance on the mathematics scale for fourth grade students, total","TIMSS: Mean performance on the mathematics scale for fourth grade students, total is the average scale score for 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the mathematics scale for fourth grade students, total is the average scale score for 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI8.FE,"TIMSS: Mean performance on the science scale for eighth grade students, female","TIMSS: Mean performance on the science scale for eighth grade students, female is the average scale score for female 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the science scale for eighth grade students, female is the average scale score for female 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI8.MA,"TIMSS: Mean performance on the science scale for eighth grade students, male","TIMSS: Mean performance on the science scale for eighth grade students, male is the average scale score for male 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the science scale for eighth grade students, male is the average scale score for male 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI8,"TIMSS: Mean performance on the science scale for eighth grade students, total","TIMSS: Mean performance on the science scale for eighth grade students, total is the average scale score for 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the science scale for eighth grade students, total is the average scale score for 8th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI4.FE,"TIMSS: Mean performance on the science scale for fourth grade students, female","TIMSS: Mean performance on the science scale for fourth grade students, female is the average scale score for female 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the science scale for fourth grade students, female is the average scale score for female 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI4.MA,"TIMSS: Mean performance on the science scale for fourth grade students, male","TIMSS: Mean performance on the science scale for fourth grade students, male is the average scale score for male 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the science scale for fourth grade students, male is the average scale score for male 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
LO.TIMSS.SCI4,"TIMSS: Mean performance on the science scale for fourth grade students, total","TIMSS: Mean performance on the science scale for fourth grade students, total is the average scale score for 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/","TIMSS: Mean performance on the science scale for fourth grade students, total is the average scale score for 4th graders on the science assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/",International Association for the Evaluation of Educational Achievement (IEA)'s Trends in International Mathematics and Science Study,Learning Outcomes,,,,,,,
UIS.SLE.4.M,"School life expectancy, post-secondary non-tertiary, male (years)",,"Number of years a person of school entrance age can expect to spend within the specified level of education. For a child of a certain age a, the school life expectancy is calculated as the sum of the age specific enrolment rates for the levels of education specified. The part of the enrolment that is not distributed by age is divided by the school-age population for the level of education they are enrolled in, and multiplied by the duration of that level of education. The result is then added to the sum of the age-specific enrolment rates. A relatively high SLE indicates greater probability for children to spend more years in education and higher overall retention within the education system. It must be noted that the expected number of years does not necessarily coincide with the expected number of grades of education completed, because of repetition. Since school life expectancy is an average based on participation in different levels of education, the expected number of years of schooling may be pulled down by the magnitude of children who never go to school. Those children who are in school may benefit from many more years of education than the average.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.GTVP.4.GPV,"Percentage of students in post-secondary non-tertiary education enrolled in general programmes, both sexes (%)",,"Total number of students enrolled in general programmes at the post-secondary non-tertiary education level, expressed as a percentage of the total number of students enrolled in all programmes (vocational and general) at the post-secondary non-tertiary level. General education is designed to develop learners’ general knowledge, skills and competencies and literacy and numeracy skills, often to prepare students for more advanced educational programmes at the same or higher ISCED levels and to lay the foundation for lifelong learning. General educational programmes are typically school- or college-based. General education includes educational programmes that are designed to prepare students for entry into vocational education, but that do not prepare for employment in a particular occupation or trade or class of occupations or trades, nor lead directly to a labour market relevant qualification.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.GTVP.4.V,"Percentage of students in post-secondary non-tertiary education enrolled in vocational programmes, both sexes (%)",,"Total number of students enrolled in vocational programmes at the post-secondary non-tertiary education level, expressed as a percentage of the total number of students enrolled in all programmes (vocational and general) at the post-secondary non-tertiary level. Vocational education is designed for learners to acquire the knowledge, skills and competencies specific to a particular occupation or trade or class of occupations or trades. Vocational education may have work-based components (e.g. apprenticeships). Successful completion of such programmes leads to labour-market relevant vocational qualifications acknowledged as occupationally-oriented by the relevant national authorities and/or the labour market.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.GTVP.4.GPV.F,"Percentage of female students in post-secondary non-tertiary education enrolled in general programmes, female (%)",,"Total number of female students enrolled in general programmes at the post-secondary non-tertiary education level, expressed as a percentage of the total number of female students enrolled in all programmes (vocational and general) at the post-secondary non-tertiary level. General education is designed to develop learners’ general knowledge, skills and competencies and literacy and numeracy skills, often to prepare students for more advanced educational programmes at the same or higher ISCED levels and to lay the foundation for lifelong learning. General educational programmes are typically school- or college-based. General education includes educational programmes that are designed to prepare students for entry into vocational education, but that do not prepare for employment in a particular occupation or trade or class of occupations or trades, nor lead directly to a labour market relevant qualification.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.GTVP.4.V.F,"Percentage of female students in post-secondary non-tertiary education enrolled in vocational programmes, female (%)",,"Total number of female students enrolled in vocational programmes at the post-secondary non-tertiary education level, expressed as a percentage of the total number of female students enrolled in all programmes (vocational and general) at the post-secondary non-tertiary level. Vocational education is designed for learners to acquire the knowledge, skills and competencies specific to a particular occupation or trade or class of occupations or trades. Vocational education may have work-based components (e.g. apprenticeships). Successful completion of such programmes leads to labour-market relevant vocational qualifications acknowledged as occupationally-oriented by the relevant national authorities and/or the labour market.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.GTVP.4.GPV.M,"Percentage of male students in post-secondary non-tertiary education enrolled in general programmes, male (%)",,"Total number of male students enrolled in general programmes at the post-secondary non-tertiary education level, expressed as a percentage of the total number of male students enrolled in all programmes (vocational and general) at the post-secondary non-tertiary level. General education is designed to develop learners’ general knowledge, skills and competencies and literacy and numeracy skills, often to prepare students for more advanced educational programmes at the same or higher ISCED levels and to lay the foundation for lifelong learning. General educational programmes are typically school- or college-based. General education includes educational programmes that are designed to prepare students for entry into vocational education, but that do not prepare for employment in a particular occupation or trade or class of occupations or trades, nor lead directly to a labour market relevant qualification.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.GTVP.4.V.M,"Percentage of male students in post-secondary non-tertiary education enrolled in vocational programmes, male (%)",,"Total number of male students enrolled in vocational programmes at the post-secondary non-tertiary education level, expressed as a percentage of the total number of male students enrolled in all programmes (vocational and general) at the post-secondary non-tertiary level. Vocational education is designed for learners to acquire the knowledge, skills and competencies specific to a particular occupation or trade or class of occupations or trades. Vocational education may have work-based components (e.g. apprenticeships). Successful completion of such programmes leads to labour-market relevant vocational qualifications acknowledged as occupationally-oriented by the relevant national authorities and/or the labour market.",UNESCO Institute for Statistics,Post-Secondary/Non-Tertiary,,,,,,,
UIS.thDur.4.A.GPV,Theoretical duration of post-secondary non-tertiary education (years),,Number of grades (years) in post-secondary education.,UNESCO Institute for Statistics,Tertiary,,,,,,,
UIS.REPP.2.GPV.G1,"Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Secondary,,,,,,,
UIS.REPP.2.GPV.G1.F,"Percentage of repeaters in Grade 1 of lower secondary general education, female (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Secondary,,,,,,,
UIS.REPP.2.GPV.G1.M,"Percentage of repeaters in Grade 1 of lower secondary general education, male (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Secondary,,,,,,,
UIS.REPP.1.G1,"Percentage of repeaters in Grade 1 of primary education, both sexes (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Primary,,,,,,,
UIS.REPP.1.G1.F,"Percentage of repeaters in Grade 1 of primary education, female (%)",,"Total number of female pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total female enrollment in the specified grade. It is calculated by dividing the number of female pupils repeating a given grade in a given school year by the number of female pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Primary,,,,,,,
UIS.REPP.1.G1.M,"Percentage of repeaters in Grade 1 of primary education, male (%)",,"Total number of male pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total male enrollment in the specified grade. It is calculated by dividing the number of male pupils repeating a given grade in a given school year by the male number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Primary,,,,,,,
UIS.REPP.2.GPV.G2,"Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Secondary,,,,,,,
UIS.REPP.2.GPV.G2.F,"Percentage of repeaters in Grade 2 of lower secondary general education, female (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Secondary,,,,,,,
UIS.REPP.2.GPV.G2.M,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Secondary,,,,,,,
UIS.REPP.1.G2,"Percentage of repeaters in Grade 2 of primary education, both sexes (%)",,"Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Primary,,,,,,,
UIS.REPP.1.G2.F,"Percentage of repeaters in Grade 2 of primary education, female (%)",,"Total number of female pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total female enrollment in the specified grade. It is calculated by dividing the number of female pupils repeating a given grade in a given school year by the number of female pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded.",UNESCO Institute for Statistics,Primary,,,,,,,
